2.005901997441831099e+02,4.506977719085140279e+02
2.014594235236409929e+02,4.506912319726027363e+02
2.023284317587854844e+02,4.506716137865984706e+02
2.031970089587524626e+02,4.506389222152881189e+02
2.040649397395629592e+02,4.505931653653094031e+02
2.049320088775327804e+02,4.505343545831407255e+02
2.057980013626421680e+02,4.504625044522874759e+02
2.066627024518525388e+02,4.503776327896657108e+02
2.075258977223570582e+02,4.502797606411839979e+02
2.083873731247517469e+02,4.501689122765247930e+02
2.092469150361141033e+02,4.500451151831259722e+02
2.101043103129757696e+02,4.499084000593647943e+02
2.109593463441764811e+02,4.497588008069454304e+02
2.118118111035860522e+02,4.495963545224924474e+02
2.126614932026810152e+02,4.494211014883516100e+02
2.135081819429635459e+02,4.492330851626009576e+02
2.143516673682088935e+02,4.490323521682745991e+02
2.151917403165290352e+02,4.488189522818012165e+02
2.160281924722391409e+02,4.485929384206607438e+02
2.168608164175145134e+02,4.483543666302625752e+02
2.176894056838243614e+02,4.481032960700475201e+02
2.185137548031308086e+02,4.478397889988179941e+02
2.193336593588392702e+02,4.475639107592994037e+02
2.201489160364884299e+02,4.472757297619368728e+02
2.209593226741666854e+02,4.469753174679315180e+02
2.217646783126430989e+02,4.466627483715195126e+02
2.225647832451997203e+02,4.463380999815000791e+02
2.233594390671536303e+02,4.460014528020147964e+02
2.241484487250560846e+02,4.456528903125852139e+02
2.249316165655563395e+02,4.452924989474117865e+02
2.257087483839185893e+02,4.449203680739408355e+02
2.264796514721795120e+02,4.445365899707034032e+02
2.272441346669347411e+02,4.441412598044330480e+02
2.280020083967422693e+02,4.437344756064667308e+02
2.287530847291310465e+02,4.433163382484358408e+02
2.294971774172033747e+02,4.428869514172525896e+02
2.302341019458189919e+02,4.424464215893985397e+02
2.309636755773501022e+02,4.419948580045211770e+02
2.316857173969951873e+02,4.415323726383454641e+02
2.324000483576412819e+02,4.410590801749067964e+02
2.331064913242627767e+02,4.405750979781124670e+02
2.338048711178462042e+02,4.400805460626385752e+02
2.344950145588298653e+02,4.395755470641694274e+02
2.351767505100478957e+02,4.390602262089873307e+02
2.358499099191676862e+02,4.385347112829197158e+02
2.365143258606102279e+02,4.379991325996517730e+02
2.371698335769433186e+02,4.374536229684119917e+02
2.378162705197370315e+02,4.368983176610391297e+02
2.384534763898712981e+02,4.363333543784382869e+02
2.390812931772858292e+02,4.357588732164348926e+02
2.396995652001625103e+02,4.351750166310345094e+02
2.403081391435301555e+02,4.345819294030977744e+02
2.409068640972827211e+02,4.339797586024383804e+02
2.414955915936008068e+02,4.333686535513538161e+02
2.420741756437679157e+02,4.327487657875973923e+02
2.426424727743715266e+02,4.321202490268008205e+02
2.432003420628809067e+02,4.314832591243570619e+02
2.437476451725919446e+02,4.308379540367720892e+02
